<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2024.03.11	11:15:00	17952.7	17953.3	17923.4	17947.4	1307	0	18
2024.03.11	11:20:00	17947.6	17983.6	17947.1	17980.7	1157	0	18
2024.03.11	11:25:00	17981.1	17987.8	17974.3	17983.9	1061	0	18
2024.03.11	11:30:00	17984.0	17992.3	17971.3	17989.6	1081	0	18
2024.03.11	11:35:00	17989.7	18003.7	17988.1	17991.4	1005	0	18
2024.03.11	11:40:00	17991.6	17997.4	17989.3	17992.6	641	0	18
2024.03.11	11:45:00	17992.4	17996.9	17958.4	17960.9	1295	0	18
2024.03.11	11:50:00	17960.8	17972.9	17939.7	17971.8	1493	0	18
2024.03.11	11:55:00	17971.7	17996.3	17971.3	17995.7	1131	0	18
2024.03.11	12:00:00	17994.8	18013.7	17993.3	18013.6	1143	0	18
2024.03.11	12:05:00	18013.4	18019.5	18007.4	18012.2	831	0	18
2024.03.11	12:10:00	18012.4	18019.3	18001.4	18018.8	860	0	18
2024.03.11	12:15:00	18018.2	18021.1	18007.3	18020.4	767	0	18
2024.03.11	12:20:00	18020.1	18034.4	18018.8	18021.4	704	0	18
2024.03.11	12:25:00	18020.8	18029.2	18017.3	18021.6	596	0	18
2024.03.11	12:30:00	18021.6	18025.4	18010.2	18011.6	639	0	18
2024.03.11	12:35:00	18011.3	18012.3	17997.4	18000.4	589	0	18
2024.03.11	12:40:00	18000.3	18009.4	17999.6	18004.1	521	0	18
2024.03.11	12:45:00	18004.3	18010.1	18002.8	18006.2	409	0	18
2024.03.11	12:50:00	18006.3	18012.9	18003.6	18005.9	438	0	18
2024.03.11	12:55:00	18006.1	18009.9	17997.7	18009.7	499	0	18
2024.03.11	13:00:00	18009.6	18016.5	18002.2	18013.4	555	0	18
2024.03.11	13:05:00	18013.2	18016.8	18006.7	18015.4	466	0	18
2024.03.11	13:10:00	18015.5	18015.9	18002.7	18004.6	400	0	18
2024.03.11	13:15:00	18004.4	18007.2	17999.5	18003.6	341	0	20
2024.03.11	13:20:00	18002.8	18003.1	17973.3	17973.3	705	0	18
2024.03.11	13:25:00	17973.2	17988.3	17970.6	17984.1	562	0	18
2024.03.11	13:30:00	17984.1	18005.9	17984.1	18005.7	311	0	18
2024.03.11	13:35:00	18005.5	18016.1	18004.1	18013.1	430	0	18
2024.03.11	13:40:00	18013.4	18024.6	18013.3	18014.2	425	0	18
2024.03.11	13:45:00	18012.8	18032.1	18012.8	18029.4	411	0	18
2024.03.11	13:50:00	18029.1	18030.6	18019.5	18020.3	301	0	20
2024.03.11	13:55:00	18020.2	18023.1	18013.7	18016.9	287	0	18
2024.03.11	14:00:00	18016.6	18022.1	18001.5	18021.2	679	0	18
2024.03.11	14:05:00	18021.6	18021.6	17985.6	17994.9	823	0	18
2024.03.11	14:10:00	17994.8	18007.9	17992.4	18001.8	403	0	20
2024.03.11	14:15:00	18002.2	18006.5	17993.8	17995.7	326	0	18
2024.03.11	14:20:00	17996.3	18001.1	17989.4	17995.3	397	0	18
2024.03.11	14:25:00	17995.2	17997.3	17981.5	17988.2	623	0	18
2024.03.11	14:30:00	17987.6	17988.4	17974.3	17984.8	650	0	18
2024.03.11	14:35:00	17984.9	17989.4	17977.6	17989.4	525	0	18
2024.03.11	14:40:00	17989.5	17989.9	17983.4	17985.7	329	0	18
2024.03.11	14:45:00	17985.9	17990.3	17967.0	17968.2	601	0	18
2024.03.11	14:50:00	17968.3	17971.1	17956.4	17958.9	811	0	18
2024.03.11	14:55:00	17958.6	17969.3	17954.3	17964.8	764	0	18
2024.03.11	15:00:00	17964.9	17965.2	17933.9	17936.8	1005	0	18
2024.03.11	15:05:00	17936.6	17953.7	17927.8	17930.4	1174	0	18
2024.03.11	15:10:00	17930.6	17930.6	17905.2	17923.9	1437	0	18
2024.03.11	15:15:00	17923.9	17935.3	17914.5	17935.3	1117	0	18
2024.03.11	15:20:00	17935.0	17947.3	17919.4	17932.2	1177	0	18
2024.03.11	15:25:00	17932.3	17936.6	17920.7	17923.9	834	0	18
2024.03.11	15:30:00	17923.3	17939.8	17921.3	17936.1	908	0	18
2024.03.11	15:35:00	17936.3	17938.1	17917.8	17928.8	851	0	18
2024.03.11	15:40:00	17928.6	17937.8	17914.1	17917.8	973	0	18
2024.03.11	15:45:00	17917.6	17923.7	17905.3	17915.3	1044	0	18
2024.03.11	15:50:00	17915.5	17935.9	17909.8	17934.1	1002	0	18
2024.03.11	15:55:00	17934.2	17939.9	17928.9	17934.5	837	0	18
2024.03.11	16:00:00	17934.4	17942.6	17930.7	17936.2	972	0	18
2024.03.11	16:05:00	17936.3	17949.8	17932.2	17942.9	1011	0	18
2024.03.11	16:10:00	17945.8	17965.7	17942.9	17964.9	1020	0	18
2024.03.11	16:15:00	17964.8	17970.9	17956.4	17968.3	952	0	18
2024.03.11	16:20:00	17968.2	17973.0	17961.3	17962.4	794	0	18
2024.03.11	16:25:00	17961.3	17961.6	17943.8	17958.4	1508	0	18
2024.03.11	16:30:00	17959.2	17972.4	17890.0	17897.2	6432	0	6
2024.03.11	16:35:00	17897.0	17969.3	17891.4	17966.3	6127	0	6
2024.03.11	16:40:00	17967.0	17982.1	17952.8	17963.0	5102	0	6
2024.03.11	16:45:00	17962.9	17984.2	17935.1	17948.3	4582	0	6
2024.03.11	16:50:00	17949.0	17969.6	17910.1	17911.5	4550	0	6
2024.03.11	16:55:00	17911.9	17933.0	17881.5	17882.6	4403	0	6
2024.03.11	17:00:00	17883.6	17904.8	17873.5	17891.1	4675	0	6
2024.03.11	17:05:00	17891.4	17914.2	17879.2	17902.3	4357	0	6
2024.03.11	17:10:00	17902.4	17909.9	17877.3	17885.5	3948	0	6
2024.03.11	17:15:00	17885.0	17921.5	17883.3	17920.7	3861	0	6
2024.03.11	17:20:00	17920.5	17926.6	17880.8	17887.8	3723	0	6
2024.03.11	17:25:00	17888.8	17915.3	17887.4	17911.5	3312	0	6
2024.03.11	17:30:00	17911.8	17968.9	17910.3	17954.8	4152	0	6
2024.03.11	17:35:00	17955.3	17965.3	17915.6	17918.5	3583	0	6
2024.03.11	17:40:00	17919.0	17957.2	17916.0	17946.2	3352	0	6
2024.03.11	17:45:00	17945.8	17952.0	17932.5	17949.0	3263	0	6
2024.03.11	17:50:00	17949.3	17993.7	17945.3	17991.0	3051	0	6
2024.03.11	17:55:00	17990.8	18005.5	17978.5	17984.3	2728	0	6
2024.03.11	18:00:00	17983.9	17998.7	17971.7	17989.9	2796	0	6
2024.03.11	18:05:00	17989.8	18001.5	17961.1	17964.7	2679	0	6
2024.03.11	18:10:00	17964.8	17965.3	17924.5	17946.8	3168	0	6
2024.03.11	18:15:00	17947.9	17948.9	17930.3	17945.4	2359	0	6
2024.03.11	18:20:00	17945.8	17947.4	17921.3	17921.8	2524	0	6
2024.03.11	18:25:00	17921.9	17937.8	17912.0	17915.7	2413	0	6
2024.03.11	18:30:00	17916.3	17924.1	17902.4	17918.7	2853	0	6
2024.03.11	18:35:00	17918.8	17939.4	17915.9	17919.0	2042	0	6
2024.03.11	18:40:00	17918.4	17937.2	17911.7	17936.8	1981	0	6
2024.03.11	18:45:00	17936.9	17964.0	17934.9	17957.7	2311	0	6
2024.03.11	18:50:00	17958.1	17978.2	17953.1	17961.1	2176	0	6
2024.03.11	18:55:00	17960.8	17987.8	17957.6	17983.5	1795	0	6
2024.03.11	19:00:00	17983.1	17984.1	17944.6	17951.6	2271	0	6
2024.03.11	19:05:00	17951.8	17962.3	17941.6	17952.1	2157	0	6
2024.03.11	19:10:00	17952.7	17958.3	17930.3	17950.3	1838	0	6
2024.03.11	19:15:00	17950.6	17973.0	17942.6	17971.1	1741	0	6
2024.03.11	19:20:00	17970.8	17977.1	17961.1	17971.3	1452	0	6
2024.03.11	19:25:00	17971.6	17973.2	17953.7	17959.6	1538	0	6
2024.03.11	19:30:00	17959.8	17975.6	17959.6	17974.8	1627	0	6
2024.03.11	19:35:00	17974.6	17981.8	17952.5	17957.2	1660	0	6
2024.03.11	19:40:00	17957.3	17981.1	17955.2	17963.6	1550	0	6
2024.03.11	19:45:00	17964.1	17970.6	17954.5	17959.8	1479	0	6
2024.03.11	19:50:00	17959.3	17975.7	17950.0	17973.1	1436	0	6
2024.03.11	19:55:00	17973.6	17984.1	17969.3	17975.3	1303	0	6
2024.03.11	20:00:00	17975.6	17986.3	17958.6	17964.3	1908	0	6
2024.03.11	20:05:00	17964.8	17970.6	17942.1	17957.8	1928	0	6
2024.03.11	20:10:00	17957.3	17962.8	17937.3	17944.3	2027	0	6
2024.03.11	20:15:00	17944.8	17957.4	17937.4	17953.0	1653	0	6
2024.03.11	20:20:00	17952.9	17980.0	17952.8	17973.3	1772	0	6
2024.03.11	20:25:00	17973.0	17988.4	17972.9	17982.8	1409	0	6
2024.03.11	20:30:00	17983.8	17998.4	17974.8	17977.8	1721	0	6
2024.03.11	20:35:00	17978.5	17985.3	17959.5	17962.9	1693	0	6
2024.03.11	20:40:00	17962.9	17974.6	17940.6	17946.0	2131	0	6
2024.03.11	20:45:00	17946.4	17958.0	17936.5	17947.5	1814	0	6
2024.03.11	20:50:00	17947.0	17962.3	17943.9	17959.8	1545	0	6
2024.03.11	20:55:00	17959.5	17978.4	17959.5	17975.3	1739	0	6
2024.03.11	21:00:00	17975.8	17986.8	17959.8	17986.5	1507	0	6
2024.03.11	21:05:00	17985.8	17990.4	17977.8	17985.3	1191	0	6
2024.03.11	21:10:00	17985.0	17986.5	17966.5	17977.0	1397	0	6
2024.03.11	21:15:00	17977.5	17994.0	17977.5	17982.8	1360	0	6
2024.03.11	21:20:00	17983.5	17997.0	17978.0	17997.0	1289	0	6
2024.03.11	21:25:00	17996.3	17998.3	17981.3	17994.7	1263	0	6
2024.03.11	21:30:00	17994.8	18002.8	17979.5	17983.9	1544	0	6
2024.03.11	21:35:00	17984.0	17986.3	17972.5	17978.5	1470	0	6
2024.03.11	21:40:00	17977.3	17999.6	17976.5	17998.0	1449	0	6
2024.03.11	21:45:00	17998.3	18014.5	17992.5	18010.8	1396	0	6
2024.03.11	21:50:00	18010.9	18025.5	17996.6	18002.3	1608	0	6
2024.03.11	21:55:00	18001.5	18007.1	17992.8	18001.8	1287	0	6
2024.03.11	22:00:00	18001.3	18001.9	17982.8	17995.3	1451	0	6
2024.03.11	22:05:00	17995.5	17999.3	17982.8	17984.0	1090	0	6
2024.03.11	22:10:00	17984.3	17988.3	17965.3	17965.3	1366	0	6
2024.03.11	22:15:00	17965.5	17973.4	17958.5	17962.0	1493	0	6
2024.03.11	22:20:00	17962.4	17975.3	17957.1	17963.5	1595	0	6
2024.03.11	22:25:00	17963.8	17965.5	17951.4	17956.8	1635	0	6
2024.03.11	22:30:00	17957.3	17975.1	17953.3	17972.3	1586	0	6
2024.03.11	22:35:00	17972.1	17977.8	17951.0	17954.7	1649	0	6
2024.03.11	22:40:00	17955.7	17984.0	17955.3	17979.8	1775	0	6
2024.03.11	22:45:00	17979.5	17990.4	17958.3	17963.4	2115	0	6
2024.03.11	22:50:00	17963.3	17970.3	17946.0	17952.7	2715	0	6
2024.03.11	22:55:00	17952.8	17974.5	17948.3	17969.9	2565	0	6
2024.03.11	23:00:00	17970.4	17983.4	17965.7	17971.3	868	0	6
2024.03.11	23:05:00	17971.4	17981.8	17967.5	17980.5	695	0	18
2024.03.11	23:10:00	17980.6	17989.8	17979.3	17985.7	491	0	18
2024.03.11	23:15:00	17985.1	17989.9	17981.0	17988.9	266	0	18
2024.03.11	23:20:00	17988.6	17992.7	17985.4	17985.4	232	0	18
2024.03.11	23:25:00	17985.3	17987.8	17980.3	17983.3	234	0	18
2024.03.11	23:30:00	17983.7	18012.2	17983.7	17997.4	350	0	18
2024.03.11	23:35:00	17997.4	18002.1	17996.3	17996.4	202	0	18
2024.03.11	23:40:00	17996.3	18001.6	17994.8	18001.6	160	0	18
2024.03.11	23:45:00	18001.7	18004.4	17993.9	17993.9	206	0	18
2024.03.11	23:50:00	17994.3	17996.9	17992.7	17995.3	99	0	18
2024.03.11	23:55:00	17995.7	18000.3	17994.1	18000.3	142	0	18
2024.03.12	01:00:00	18013.4	18019.3	18007.9	18009.2	290	0	18
2024.03.12	01:05:00	18009.9	18023.9	18009.5	18022.5	374	0	18
2024.03.12	01:10:00	18022.7	18035.5	18022.7	18031.6	443	0	18
2024.03.12	01:15:00	18031.3	18047.0	18031.3	18039.8	352	0	18
2024.03.12	01:20:00	18040.4	18040.9	18031.3	18031.6	266	0	18
2024.03.12	01:25:00	18033.3	18038.4	18031.5	18034.5	165	0	18
2024.03.12	01:30:00	18034.9	18036.4	18031.9	18033.6	213	0	18
2024.03.12	01:35:00	18033.5	18033.7	18027.1	18030.9	203	0	18
2024.03.12	01:40:00	18030.8	18039.4	18030.8	18037.9	213	0	18
2024.03.12	01:45:00	18038.7	18039.3	18032.5	18033.4	160	0	18
2024.03.12	01:50:00	18034.0	18035.8	18030.5	18032.7	198	0	18
2024.03.12	01:55:00	18033.0	18034.5	18031.0	18031.8	116	0	18
2024.03.12	02:00:00	18032.1	18036.3	18028.9	18035.1	239	0	18
2024.03.12	02:05:00	18035.3	18037.0	18033.3	18034.3	166	0	18
2024.03.12	02:10:00	18034.2	18034.9	18030.5	18034.9	186	0	18
2024.03.12	02:15:00	18035.4	18042.9	18034.7	18042.8	234	0	18
2024.03.12	02:20:00	18042.6	18042.7	18037.5	18038.0	188	0	18
2024.03.12	02:25:00	18037.9	18041.5	18037.8	18039.5	143	0	18
2024.03.12	02:30:00	18039.4	18040.8	18038.1	18038.9	151	0	18
2024.03.12	02:35:00	18038.8	18040.8	18036.9	18040.0	161	0	18
2024.03.12	02:40:00	18039.0	18041.1	18038.7	18041.1	118	0	18
2024.03.12	02:45:00	18041.0	18043.1	18040.6	18041.1	188	0	18
2024.03.12	02:50:00	18041.0	18045.0	18040.9	18044.1	200	0	18
2024.03.12	02:55:00	18044.0	18049.7	18043.5	18047.8	294	0	18
2024.03.12	03:00:00	18047.3	18047.8	18036.9	18039.9	552	0	18
2024.03.12	03:05:00	18040.0	18041.4	18035.1	18039.0	334	0	18
2024.03.12	03:10:00	18038.9	18040.2	18036.1	18038.5	364	0	18
2024.03.12	03:15:00	18038.9	18045.4	18038.8	18044.9	346	0	18
2024.03.12	03:20:00	18045.3	18047.8	18043.5	18046.6	226	0	18
2024.03.12	03:25:00	18046.5	18059.8	18046.0	18057.3	462	0	18
2024.03.12	03:30:00	18057.1	18060.5	18054.3	18060.1	419	0	18
2024.03.12	03:35:00	18059.8	18065.8	18048.9	18052.3	521	0	18
2024.03.12	03:40:00	18050.3	18052.8	18045.5	18045.8	391	0	18
2024.03.12	03:45:00	18045.6	18049.4	18042.7	18048.1	336	0	18
2024.03.12	03:50:00	18048.3	18048.6	18043.5	18046.5	338	0	18
2024.03.12	03:55:00	18046.4	18046.5	18038.6	18039.9	297	0	18
2024.03.12	04:00:00	18039.8	18044.9	18039.3	18043.9	422	0	18
2024.03.12	04:05:00	18043.5	18049.1	18040.0	18040.4	382	0	18
2024.03.12	04:10:00	18040.6	18043.9	18040.0	18043.4	277	0	18
2024.03.12	04:15:00	18043.3	18043.8	18039.5	18043.6	308	0	18
2024.03.12	04:20:00	18044.0	18047.1	18042.2	18042.4	347	0	18
2024.03.12	04:25:00	18042.3	18045.5	18041.4	18044.4	309	0	18
2024.03.12	04:30:00	18043.8	18045.1	18035.9	18037.9	524	0	18
2024.03.12	04:35:00	18038.0	18046.2	18037.9	18044.8	362	0	18
2024.03.12	04:40:00	18044.7	18048.4	18043.1	18048.1	346	0	18
2024.03.12	04:45:00	18048.3	18053.9	18047.0	18053.6	492	0	18
2024.03.12	04:50:00	18053.8	18055.0	18048.6	18050.8	392	0	18
2024.03.12	04:55:00	18051.4	18051.4	18044.9	18045.5	281	0	18
2024.03.12	05:00:00	18045.7	18046.6	18041.3	18042.6	361	0	18
2024.03.12	05:05:00	18042.5	18044.3	18039.4	18040.5	354	0	18
2024.03.12	05:10:00	18040.1	18043.3	18039.4	18042.8	235	0	18
2024.03.12	05:15:00	18042.6	18046.5	18041.3	18046.0	340	0	18
2024.03.12	05:20:00	18045.9	18049.3	18045.7	18048.3	311	0	18
2024.03.12	05:25:00	18048.8	18049.4	18046.8	18048.6	283	0	18
2024.03.12	05:30:00	18048.5	18050.4	18047.1	18049.0	248	0	18
2024.03.12	05:35:00	18049.5	18049.5	18044.1	18046.3	228	0	18
2024.03.12	05:40:00	18046.4	18047.3	18043.4	18045.4	238	0	18
2024.03.12	05:45:00	18045.0	18050.1	18044.8	18048.1	241	0	18
2024.03.12	05:50:00	18047.6	18047.8	18045.2	18046.4	225	0	18
2024.03.12	05:55:00	18046.8	18048.9	18045.9	18048.9	159	0	18
2024.03.12	06:00:00	18049.0	18052.6	18048.3	18052.1	217	0	18
2024.03.12	06:05:00	18052.0	18052.4	18049.4	18052.3	204	0	18
2024.03.12	06:10:00	18052.1	18053.4	18051.0	18051.0	147	0	18
2024.03.12	06:15:00	18050.9	18055.4	18050.9	18055.0	214	0	18
2024.03.12	06:20:00	18054.9	18055.5	18052.1	18052.4	171	0	18
2024.03.12	06:25:00	18052.5	18054.9	18051.4	18052.1	173	0	18
2024.03.12	06:30:00	18052.8	18056.2	18052.6	18054.4	255	0	18
2024.03.12	06:35:00	18054.5	18057.6	18054.1	18055.9	195	0	18
2024.03.12	06:40:00	18056.3	18057.4	18053.6	18054.6	244	0	18
2024.03.12	06:45:00	18054.8	18055.4	18053.0	18053.5	240	0	18
2024.03.12	06:50:00	18053.9	18055.4	18053.6	18053.9	207	0	18
2024.03.12	06:55:00	18054.0	18054.1	18049.9	18052.1	186	0	18
2024.03.12	07:00:00	18052.3	18054.9	18051.9	18053.5	189	0	18
2024.03.12	07:05:00	18053.4	18054.1	18052.0	18052.4	135	0	18
2024.03.12	07:10:00	18052.5	18053.4	18050.3	18051.5	151	0	18
2024.03.12	07:15:00	18051.2	18054.0	18051.2	18053.3	146	0	18
2024.03.12	07:20:00	18052.7	18053.7	18051.8	18052.1	129	0	18
